data_inversa,horario,br,km,municipio,uf,tipo_acidente,causa_acidente,condicao_metereologica,data,hora
2025-04-17,23:30:00,365,746,ITUIUTABA,MG,Incêndio,Demais falhas mecânicas ou elétricas,Céu Claro,2025-04-17,23
2025-04-23,08:15:00,116,"540,7",SANTA RITA DE MINAS,MG,Saída de leito carroçável,Reação tardia ou ineficiente do condutor,Nublado,2025-04-23,8
2025-04-23,09:50:00,116,9,SEROPEDICA,RJ,Colisão traseira,Reação tardia ou ineficiente do condutor,Nublado,2025-04-23,9
2025-04-23,10:20:00,376,"178,3",MARINGA,PR,Colisão lateral mesmo sentido,Ingestão de álcool pelo condutor,Céu Claro,2025-04-23,10
2025-04-23,12:00:00,153,704,CARIRI DO TOCANTINS,TO,Colisão traseira,Condutor deixou de manter distância do veículo da frente,Céu Claro,2025-04-23,12
2025-04-23,06:45:00,101,468,URUCUCA,BA,Saída de leito carroçável,Chuva,Chuva,2025-04-23,6
2025-04-23,11:45:00,470,"89,5",ASCURRA,SC,Colisão transversal,Acessar a via sem observar a presença dos outros veículos,Céu Claro,2025-04-23,11
2025-04-23,12:15:00,0,0,CANOAS,RS,Colisão transversal,Acessar a via sem observar a presença dos outros veículos,Céu Claro,2025-04-23,12
2025-03-31,07:50:00,40,107,DUQUE DE CAXIAS,RJ,Colisão traseira,Reação tardia ou ineficiente do condutor,Céu Claro,2025-03-31,7
2025-04-23,08:00:00,116,"703,9",MURIAE,MG,Colisão transversal,Acessar a via sem observar a presença dos outros veículos,Nublado,2025-04-23,8
2025-04-23,12:45:00,369,232,JANDAIA DO SUL,PR,Colisão traseira,Reação tardia ou ineficiente do condutor,Céu Claro,2025-04-23,12
2025-04-23,13:40:00,101,"208,1",SAO JOSE,SC,Colisão traseira,Demais falhas mecânicas ou elétricas,Céu Claro,2025-04-23,13
2025-04-23,09:29:00,101,224,SILVA JARDIM,RJ,Colisão lateral mesmo sentido,Reação tardia ou ineficiente do condutor,Céu Claro,2025-04-23,9
2025-02-28,11:30:00,116,"788,8",LEOPOLDINA,MG,Incêndio,Demais falhas mecânicas ou elétricas,Céu Claro,2025-02-28,11
2025-04-23,13:30:00,101,189,PALMARES,PE,Colisão lateral mesmo sentido,Acessar a via sem observar a presença dos outros veículos,Céu Claro,2025-04-23,13
2025-04-23,14:00:00,364,273,JACIARA,MT,Colisão frontal,Acessar a via sem observar a presença dos outros veículos,Nublado,2025-04-23,14
2025-04-23,14:48:00,101,"68,5",RECIFE,PE,Colisão traseira,Reação tardia ou ineficiente do condutor,Nublado,2025-04-23,14
2025-04-19,17:00:00,101,576,PARATY,RJ,Colisão transversal,Acessar a via sem observar a presença dos outros veículos,Céu Claro,2025-04-19,17
2025-04-23,13:40:00,343,"503,2",AMARANTE,PI,Colisão com objeto,Velocidade Incompatível,Sol,2025-04-23,13
2025-04-23,14:30:00,101,480,ANGRA DOS REIS,RJ,Colisão traseira,Condutor deixou de manter distância do veículo da frente,Nublado,2025-04-23,14
2025-03-26,12:20:00,101,262,SANTO ANTONIO DE JESUS,BA,Colisão transversal,Acessar a via sem observar a presença dos outros veículos,Ignorado,2025-03-26,12
2025-04-23,14:00:00,316,83,SANTANA DO IPANEMA,AL,Atropelamento de Pedestre,Área urbana sem a presença de local apropriado para a travessia de pedestres,Céu Claro,2025-04-23,14
2025-04-23,13:50:00,282,"0,5",FLORIANOPOLIS,SC,Colisão traseira,Condutor deixou de manter distância do veículo da frente,Céu Claro,2025-04-23,13
2025-04-23,14:44:00,10,"16,5",DOM ELISEU,PA,Colisão transversal,Acessar a via sem observar a presença dos outros veículos,Céu Claro,2025-04-23,14
2025-04-23,13:00:00,135,328,SANTA LUZ,PI,Colisão transversal,Ausência de reação do condutor,Céu Claro,2025-04-23,13
2025-04-23,16:35:00,116,247,SAO LEOPOLDO,RS,Colisão lateral mesmo sentido,Manobra de mudança de faixa,Nublado,2025-04-23,16
2025-04-23,15:30:00,50,147,UBERABA,MG,Tombamento,Ausência de reação do condutor,Chuva,2025-04-23,15
2025-04-23,16:11:00,230,"158,3",CAMPINA GRANDE,PB,Queda de ocupante de veículo,Avarias e/ou desgaste excessivo no pneu,Céu Claro,2025-04-23,16
2025-04-23,16:50:00,367,"83,4",EUNAPOLIS,BA,Colisão transversal,Ausência de reação do condutor,Céu Claro,2025-04-23,16
2025-04-23,16:50:00,277,721,FOZ DO IGUACU,PR,Colisão lateral mesmo sentido,Manobra de mudança de faixa,Céu Claro,2025-04-23,16
2025-04-23,16:45:00,104,"133,2",QUEIMADAS,PB,Colisão lateral mesmo sentido,Condutor deixou de manter distância do veículo da frente,Nublado,2025-04-23,16
2025-04-23,16:40:00,343,3,TERESINA,PI,Colisão transversal,Acessar a via sem observar a presença dos outros veículos,Nublado,2025-04-23,16
2025-04-23,14:50:00,153,519,GENERAL CARNEIRO,PR,Queda de ocupante de veículo,Pista Escorregadia,Céu Claro,2025-04-23,14
2025-04-23,17:00:00,153,1,JACAREZINHO,PR,Tombamento,Ausência de reação do condutor,Céu Claro,2025-04-23,17
2025-04-23,17:20:00,116,"246,1",LAGES,SC,Colisão transversal,Conversão proibida,Céu Claro,2025-04-23,17
2025-04-23,17:00:00,381,528,BRUMADINHO,MG,Queda de ocupante de veículo,Ausência de reação do condutor,Nublado,2025-04-23,17
2025-04-23,16:20:00,277,172,PALMEIRA,PR,Colisão transversal,Acessar a via sem observar a presença dos outros veículos,Nublado,2025-04-23,16
2025-04-23,18:00:00,116,246,SAO LEOPOLDO,RS,Colisão lateral mesmo sentido,Manobra de mudança de faixa,Céu Claro,2025-04-23,18
2025-04-23,16:40:00,101,"492,8",ANGRA DOS REIS,RJ,Tombamento,Demais falhas mecânicas ou elétricas,Nublado,2025-04-23,16
2025-04-23,13:50:00,163,976,SANTAREM,PA,Saída de leito carroçável,Ausência de reação do condutor,Céu Claro,2025-04-23,13
2025-04-23,17:40:00,50,163,UBERABA,MG,Colisão lateral mesmo sentido,Ausência de reação do condutor,Chuva,2025-04-23,17
2025-04-23,18:20:00,153,"73,8",SAO JOSE DO RIO PRETO,SP,Tombamento,Avarias e/ou desgaste excessivo no pneu,Céu Claro,2025-04-23,18
2025-04-23,04:00:00,319,365,BERURI,AM,Saída de leito carroçável,Pista Escorregadia,Garoa/Chuvisco,2025-04-23,4
2025-04-23,18:30:00,40,"346,8",FELIXLANDIA,MG,Queda de ocupante de veículo,Demais falhas na via,Céu Claro,2025-04-23,18
2025-04-23,17:00:00,50,157,UBERABA,MG,Saída de leito carroçável,Acumulo de água sobre o pavimento,Chuva,2025-04-23,17
2025-04-23,15:30:00,470,7,NAVEGANTES,SC,Tombamento,Reação tardia ou ineficiente do condutor,Céu Claro,2025-04-23,15
2025-04-23,18:45:00,101,"311,9",VILA VELHA,ES,Atropelamento de Pedestre,Acessar a via sem observar a presença dos outros veículos,Céu Claro,2025-04-23,18
2025-04-23,18:30:00,101,505,ITABUNA,BA,Atropelamento de Pedestre,Pedestre cruzava a pista fora da faixa,Garoa/Chuvisco,2025-04-23,18
2025-04-23,18:40:00,381,3,BETIM,MG,Colisão frontal,Transitar na contramão,Céu Claro,2025-04-23,18
2025-04-23,11:38:00,232,509,SALGUEIRO,PE,Colisão traseira,Condutor deixou de manter distância do veículo da frente,Céu Claro,2025-04-23,11
2025-04-23,18:40:00,392,"51,8",RIO GRANDE,RS,Tombamento,Reação tardia ou ineficiente do condutor,Céu Claro,2025-04-23,18
2025-04-23,19:00:00,101,"263,1",SERRA,ES,Eventos atípicos,Demais falhas mecânicas ou elétricas,Nublado,2025-04-23,19
2025-04-23,18:48:00,116,2,FORTALEZA,CE,Colisão traseira,Trafegar com motocicleta (ou similar) entre as faixas,Céu Claro,2025-04-23,18
2025-04-23,18:10:00,262,"348,2",CAMPO GRANDE,MS,Tombamento,Ausência de reação do condutor,Garoa/Chuvisco,2025-04-23,18
2025-04-23,17:50:00,116,265,VOLTA REDONDA,RJ,Colisão com objeto,Ausência de reação do condutor,Nublado,2025-04-23,17
2025-04-23,18:40:00,232,"12,3",JABOATAO DOS GUARARAPES,PE,Saída de leito carroçável,Manobra de mudança de faixa,Céu Claro,2025-04-23,18
2025-04-23,18:40:00,101,"202,3",SAO JOSE,SC,Colisão lateral mesmo sentido,Condutor deixou de manter distância do veículo da frente,Céu Claro,2025-04-23,18
2025-04-23,17:30:00,304,42,ARACATI,CE,Colisão frontal,Manobra de mudança de faixa,Céu Claro,2025-04-23,17
2025-04-23,17:30:00,116,"65,6",GUARATINGUETA,SP,Colisão traseira,Ausência de reação do condutor,Céu Claro,2025-04-23,17
2025-04-23,18:30:00,277,"593,4",CASCAVEL,PR,Engavetamento,Condutor deixou de manter distância do veículo da frente,Nublado,2025-04-23,18
2025-04-23,18:25:00,316,"216,5",MARIBONDO,AL,Colisão frontal,Transitar na contramão,Céu Claro,2025-04-23,18
2025-04-23,19:38:00,158,331,SANTA MARIA,RS,Colisão transversal,Acessar a via sem observar a presença dos outros veículos,Céu Claro,2025-04-23,19
2025-04-23,20:00:00,116,184,NOVA IGUACU,RJ,Colisão traseira,Condutor deixou de manter distância do veículo da frente,Céu Claro,2025-04-23,20
2025-04-23,19:50:00,116,172,SAO JOAO DE MERITI,RJ,Tombamento,Ultrapassagem Indevida,Céu Claro,2025-04-23,19
2025-04-23,18:50:00,116,334,BARRA DO RIBEIRO,RS,Saída de leito carroçável,Ausência de sinalização,Céu Claro,2025-04-23,18
2025-04-23,17:40:00,116,607,SAO JOAO DO MANHUACU,MG,Colisão transversal,Acessar a via sem observar a presença dos outros veículos,Céu Claro,2025-04-23,17
2025-04-23,20:20:00,116,"233,3",NOVO HAMBURGO,RS,Tombamento,Reação tardia ou ineficiente do condutor,Nublado,2025-04-23,20
2025-04-23,19:50:00,393,"142,2",SAPUCAIA,RJ,Colisão traseira,Reação tardia ou ineficiente do condutor,Nublado,2025-04-23,19
2025-04-23,21:00:00,101,"40,4",JOINVILLE,SC,Queda de ocupante de veículo,Ausência de reação do condutor,Céu Claro,2025-04-23,21
2025-04-23,20:02:00,116,"60,1",GUARATINGUETA,SP,Colisão traseira,Condutor deixou de manter distância do veículo da frente,Céu Claro,2025-04-23,20
2025-04-23,20:30:00,40,6,COMENDADOR LEVY GASPARIAN,RJ,Colisão lateral mesmo sentido,Acessar a via sem observar a presença dos outros veículos,Céu Claro,2025-04-23,20
2025-04-23,20:40:00,381,487,BETIM,MG,Tombamento,Ausência de reação do condutor,Céu Claro,2025-04-23,20
2025-04-23,20:15:00,116,136,MAGE,RJ,Colisão com objeto,Reação tardia ou ineficiente do condutor,Nublado,2025-04-23,20
2025-04-23,20:05:00,116,"28,9",VITORIA DA CONQUISTA,BA,Capotamento,Velocidade Incompatível,Chuva,2025-04-23,20
2025-04-23,21:40:00,316,27,DEMERVAL LOBAO,PI,Atropelamento de Animal,Animais na Pista,Nublado,2025-04-23,21
2025-04-23,21:40:00,40,51,PETROPOLIS,RJ,Colisão com objeto,Reação tardia ou ineficiente do condutor,Céu Claro,2025-04-23,21
2025-04-23,23:20:00,210,3,MACAPA,AP,Colisão traseira,Ausência de reação do condutor,Garoa/Chuvisco,2025-04-23,23
2025-04-23,23:45:00,116,128,FAZENDA RIO GRANDE,PR,Capotamento,Reação tardia ou ineficiente do condutor,Céu Claro,2025-04-23,23
2025-04-24,00:20:00,101,310,SAO GONCALO,RJ,Colisão traseira,Condutor deixou de manter distância do veículo da frente,Céu Claro,2025-04-24,0
2025-04-24,00:45:00,101,"187,7",BIGUACU,SC,Saída de leito carroçável,Suicídio (presumido),Nublado,2025-04-24,0
2025-04-24,00:40:00,392,"11,6",RIO GRANDE,RS,Atropelamento de Animal,Animais na Pista,Céu Claro,2025-04-24,0
2025-04-24,01:08:00,20,3,FORMOSA,GO,Saída de leito carroçável,Ingestão de álcool pelo condutor,Céu Claro,2025-04-24,1
2025-04-24,01:00:00,493,83,JAPERI,RJ,Colisão com objeto,Ausência de reação do condutor,Céu Claro,2025-04-24,1
2025-04-23,21:10:00,40,120,DUQUE DE CAXIAS,RJ,Colisão traseira,Condutor deixou de manter distância do veículo da frente,Céu Claro,2025-04-23,21
2025-04-24,02:00:00,163,"484,4",CAMPO GRANDE,MS,Tombamento,Ausência de reação do condutor,Nublado,2025-04-24,2
2025-04-23,23:50:00,493,54,DUQUE DE CAXIAS,RJ,Saída de leito carroçável,Animais na Pista,Céu Claro,2025-04-23,23
2025-04-24,02:00:00,392,90,PELOTAS,RS,Saída de leito carroçável,Ingestão de álcool pelo condutor,Céu Claro,2025-04-24,2
2025-04-24,01:50:00,262,503,ANASTACIO,MS,Colisão com objeto,Velocidade Incompatível,Céu Claro,2025-04-24,1
2025-04-24,03:30:00,364,243,JUSCIMEIRA,MT,Tombamento,Ingestão de álcool pelo condutor,Céu Claro,2025-04-24,3
2025-04-24,06:00:00,282,6,SAO JOSE,SC,Colisão com objeto,Ingestão de álcool pelo condutor,Céu Claro,2025-04-24,6
2025-04-24,02:20:00,277,"122,5",CAMPO LARGO,PR,Colisão com objeto,Ingestão de álcool pelo condutor,Nublado,2025-04-24,2
2025-04-24,07:00:00,101,132,BALNEARIO CAMBORIU,SC,Colisão transversal,Acesso irregular,Nublado,2025-04-24,7
2025-04-24,06:50:00,101,"207,5",SAO JOSE,SC,Colisão transversal,Acessar a via sem observar a presença dos outros veículos,Céu Claro,2025-04-24,6
2025-04-24,06:40:00,116,"6,8",MAFRA,SC,Colisão traseira,Condutor deixou de manter distância do veículo da frente,Céu Claro,2025-04-24,6
2025-04-24,07:30:00,101,"218,3",PALHOCA,SC,Colisão lateral mesmo sentido,Manobra de mudança de faixa,Nublado,2025-04-24,7
2025-04-24,06:00:00,277,598,CASCAVEL,PR,Atropelamento de Pedestre,Chuva,Chuva,2025-04-24,6
2025-04-24,07:15:00,101,132,BALNEARIO CAMBORIU,SC,Queda de ocupante de veículo,Acumulo de óleo sobre o pavimento,Nublado,2025-04-24,7
2025-04-23,11:15:00,153,"630,5",BAGE,RS,Incêndio,Fumaça,Céu Claro,2025-04-23,11
2025-04-24,07:40:00,101,46,UBATUBA,SP,Atropelamento de Pedestre,Conversão proibida,Sol,2025-04-24,7
2025-04-24,07:30:00,381,30,ATIBAIA,SP,Colisão traseira,Ausência de reação do condutor,Sol,2025-04-24,7
2025-04-24,07:35:00,324,617,SALVADOR,BA,Tombamento,Chuva,Chuva,2025-04-24,7
2025-04-23,20:00:00,493,59,NOVA IGUACU,RJ,Colisão traseira,Pedestre andava na pista,Céu Claro,2025-04-23,20
2025-04-24,08:00:00,116,123,PINDAMONHANGABA,SP,Tombamento,Reação tardia ou ineficiente do condutor,Céu Claro,2025-04-24,8
2025-04-24,08:15:00,116,211,GUARULHOS,SP,Colisão traseira,Ausência de reação do condutor,Nublado,2025-04-24,8
2025-04-24,05:00:00,50,119,UBERABA,MG,Atropelamento de Pedestre,Pedestre andava na pista,Céu Claro,2025-04-24,5
2025-04-24,08:25:00,153,"516,3",APARECIDA DE GOIANIA,GO,Tombamento,Avarias e/ou desgaste excessivo no pneu,Nublado,2025-04-24,8
2025-04-24,07:15:00,381,"753,1",TRES CORACOES,MG,Saída de leito carroçável,Manobra de mudança de faixa,Nublado,2025-04-24,7
2025-04-24,08:00:00,472,"156,5",SANTA ROSA,RS,Colisão transversal,Acessar a via sem observar a presença dos outros veículos,Nublado,2025-04-24,8
2025-04-24,06:50:00,0,0,MARINGA,PR,Colisão lateral mesmo sentido,Demais falhas mecânicas ou elétricas,Nublado,2025-04-24,6
2025-04-04,08:06:00,343,15,PARNAIBA,PI,Colisão lateral mesmo sentido,Acessar a via sem observar a presença dos outros veículos,Sol,2025-04-04,8
2025-04-24,07:40:00,277,213,PALMEIRA,PR,Saída de leito carroçável,Ausência de reação do condutor,Chuva,2025-04-24,7
2025-04-24,08:50:00,471,"658,5",SANTA VITORIA DO PALMAR,RS,Saída de leito carroçável,Demais falhas mecânicas ou elétricas,Céu Claro,2025-04-24,8
2025-04-24,08:53:00,50,55,ARAGUARI,MG,Colisão com objeto,Ausência de reação do condutor,Chuva,2025-04-24,8
2025-04-16,08:40:00,40,3,COMENDADOR LEVY GASPARIAN,RJ,Tombamento,Pista Escorregadia,Garoa/Chuvisco,2025-04-16,8
2025-04-24,09:17:00,101,52,ABREU E LIMA,PE,Tombamento,Acostamento em desnível,Nublado,2025-04-24,9
2025-04-24,09:15:00,10,463,PALMAS,TO,Saída de leito carroçável,Ausência de reação do condutor,Céu Claro,2025-04-24,9
2025-04-24,06:30:00,60,234,CEZARINA,GO,Capotamento,Acumulo de água sobre o pavimento,Chuva,2025-04-24,6
2025-04-08,15:55:00,230,"16,4",JOAO PESSOA,PB,Colisão lateral mesmo sentido,Velocidade Incompatível,Céu Claro,2025-04-08,15
2025-04-16,15:25:00,101,"147,5",LINHARES,ES,Atropelamento de Pedestre,Pedestre cruzava a pista fora da faixa,Céu Claro,2025-04-16,15
2025-04-24,07:30:00,110,340,ALAGOINHAS,BA,Colisão transversal,Desrespeitar a preferência no cruzamento,Chuva,2025-04-24,7
2025-04-24,10:30:00,101,419,ARARANGUA,SC,Colisão transversal,Ultrapassagem Indevida,Céu Claro,2025-04-24,10
2025-04-24,09:20:00,367,82,EUNAPOLIS,BA,Eventos atípicos,Condutor deixou de manter distância do veículo da frente,Nublado,2025-04-24,9
2025-04-24,09:20:00,40,"112,8",DUQUE DE CAXIAS,RJ,Tombamento,Demais falhas mecânicas ou elétricas,Céu Claro,2025-04-24,9
2025-04-24,07:05:00,80,"136,3",BARRO ALTO,GO,Capotamento,Chuva,Chuva,2025-04-24,7
2025-04-24,10:30:00,376,"437,5",TIBAGI,PR,Saída de leito carroçável,Velocidade Incompatível,Chuva,2025-04-24,10
2025-04-24,11:30:00,116,471,JACUPIRANGA,SP,Colisão traseira,Condutor deixou de manter distância do veículo da frente,Céu Claro,2025-04-24,11
2025-04-24,08:00:00,116,"629,6",ORIZANIA,MG,Queda de ocupante de veículo,Demais falhas mecânicas ou elétricas,Céu Claro,2025-04-24,8
2025-04-24,10:40:00,452,"2,5",RIO VERDE,GO,Colisão traseira,Reação tardia ou ineficiente do condutor,Céu Claro,2025-04-24,10
2025-04-24,12:50:00,116,275,TEOFILO OTONI,MG,Colisão lateral mesmo sentido,Manobra de mudança de faixa,Nublado,2025-04-24,12
2025-04-24,11:20:00,316,59,CASTANHAL,PA,Colisão traseira,Ausência de reação do condutor,Céu Claro,2025-04-24,11
2025-04-24,13:20:00,386,"394,8",TRIUNFO,RS,Colisão lateral sentido oposto,Transitar na contramão,Nublado,2025-04-24,13
2025-04-24,11:20:00,40,"42,8",PARACATU,MG,Colisão traseira,Condutor deixou de manter distância do veículo da frente,Céu Claro,2025-04-24,11
2025-04-24,12:10:00,174,0,PONTES E LACERDA,MT,Colisão transversal,Acessar a via sem observar a presença dos outros veículos,Nublado,2025-04-24,12
2025-04-24,12:40:00,280,"82,3",CORUPA,SC,Colisão lateral mesmo sentido,Desrespeitar a preferência no cruzamento,Céu Claro,2025-04-24,12
2025-04-24,12:10:00,40,119,DUQUE DE CAXIAS,RJ,Queda de ocupante de veículo,Acumulo de óleo sobre o pavimento,Céu Claro,2025-04-24,12
2025-04-24,14:00:00,40,105,DUQUE DE CAXIAS,RJ,Tombamento,Demais falhas mecânicas ou elétricas,Céu Claro,2025-04-24,14
2025-04-24,15:25:00,60,253,INDIARA,GO,Capotamento,Chuva,Chuva,2025-04-24,15
2025-01-24,14:00:00,324,519,FEIRA DE SANTANA,BA,Colisão traseira,Reação tardia ou ineficiente do condutor,Céu Claro,2025-01-24,14
2025-04-24,11:50:00,40,121,DUQUE DE CAXIAS,RJ,Colisão com objeto,Acessar a via sem observar a presença dos outros veículos,Céu Claro,2025-04-24,11
2025-04-24,15:40:00,459,"69,3",SENADOR JOSE BENTO,MG,Colisão frontal,Pista Escorregadia,Chuva,2025-04-24,15
2025-04-17,00:02:00,116,265,PORTO ALEGRE,RS,Colisão transversal,Deficiência do Sistema de Iluminação/Sinalização,Ignorado,2025-04-17,0
2025-04-24,15:53:00,116,"26,1",CAMPINA GRANDE DO SUL,PR,Saída de leito carroçável,Acumulo de água sobre o pavimento,Chuva,2025-04-24,15
2025-04-24,15:30:00,101,265,SERRA,ES,Tombamento,Pista esburacada,Nublado,2025-04-24,15
2025-02-08,23:00:00,465,11,SEROPEDICA,RJ,Atropelamento de Animal,Animais na Pista,Ignorado,2025-02-08,23
2025-04-24,14:54:00,364,714,PORTO VELHO,RO,Queda de ocupante de veículo,Ausência de reação do condutor,Céu Claro,2025-04-24,14
2025-04-24,14:30:00,153,1,JACAREZINHO,PR,Queda de ocupante de veículo,Pista Escorregadia,Chuva,2025-04-24,14
2025-04-24,16:30:00,369,144,LONDRINA,PR,Colisão traseira,Ausência de reação do condutor,Chuva,2025-04-24,16
2025-04-24,16:45:00,101,"201,3",SAO JOSE,SC,Colisão lateral mesmo sentido,Manobra de mudança de faixa,Céu Claro,2025-04-24,16
2025-04-24,16:10:00,230,121,RIACHAO DO BACAMARTE,PB,Saída de leito carroçável,Animais na Pista,Chuva,2025-04-24,16
2025-04-24,16:15:00,101,586,PARATY,RJ,Colisão transversal,Conversão proibida,Nublado,2025-04-24,16
2025-04-24,17:20:00,316,55,CASTANHAL,PA,Tombamento,Avarias e/ou desgaste excessivo no pneu,Céu Claro,2025-04-24,17
2025-04-24,17:20:00,101,"100,8",BALNEARIO PICARRAS,SC,Colisão transversal,Acessar a via sem observar a presença dos outros veículos,Nublado,2025-04-24,17
2025-03-08,09:00:00,156,529,AMAPA,AP,Tombamento,Reação tardia ou ineficiente do condutor,Nublado,2025-03-08,9
2025-04-24,07:40:00,101,132,BALNEARIO CAMBORIU,SC,Colisão lateral mesmo sentido,Trafegar com motocicleta (ou similar) entre as faixas,Céu Claro,2025-04-24,7
2025-04-24,18:00:00,448,6,ESTEIO,RS,Colisão lateral mesmo sentido,Acessar a via sem observar a presença dos outros veículos,Céu Claro,2025-04-24,18
2025-04-24,18:20:00,116,"12,8",VITORIA DA CONQUISTA,BA,Colisão transversal,Ingestão de álcool pelo condutor,Nublado,2025-04-24,18
2025-04-24,17:30:00,222,15,CAUCAIA,CE,Colisão frontal,Ausência de reação do condutor,Céu Claro,2025-04-24,17
2025-04-24,18:00:00,369,150,LONDRINA,PR,Colisão traseira,Reação tardia ou ineficiente do condutor,Chuva,2025-04-24,18
2025-04-24,15:15:00,280,"154,1",MAFRA,SC,Colisão frontal,Velocidade Incompatível,Chuva,2025-04-24,15
2025-04-24,19:00:00,40,552,NOVA LIMA,MG,Colisão lateral sentido oposto,Reação tardia ou ineficiente do condutor,Céu Claro,2025-04-24,19
2025-04-24,18:05:00,163,"70,1",SAO MIGUEL DO OESTE,SC,Colisão traseira,Condutor deixou de manter distância do veículo da frente,Garoa/Chuvisco,2025-04-24,18
2025-04-24,18:00:00,116,221,GUARULHOS,SP,Colisão traseira,Trafegar com motocicleta (ou similar) entre as faixas,Garoa/Chuvisco,2025-04-24,18
2025-04-24,10:40:00,101,229,SILVA JARDIM,RJ,Capotamento,Afundamento ou ondulação no pavimento,Céu Claro,2025-04-24,10
2025-04-24,18:50:00,116,255,ESTEIO,RS,Colisão traseira,Condutor deixou de manter distância do veículo da frente,Nublado,2025-04-24,18
2025-04-24,18:00:00,163,145,ALTAMIRA,PA,Colisão transversal,Transitar na contramão,Céu Claro,2025-04-24,18
2025-04-24,13:00:00,226,"75,6",MATOES,MA,Colisão transversal,Acessar a via sem observar a presença dos outros veículos,Céu Claro,2025-04-24,13
2025-04-24,19:30:00,116,219,GUARULHOS,SP,Queda de ocupante de veículo,Ausência de reação do condutor,Chuva,2025-04-24,19
2025-04-24,18:40:00,116,18,EUSEBIO,CE,Queda de ocupante de veículo,Ingestão de álcool pelo condutor,Céu Claro,2025-04-24,18
2025-04-24,15:00:00,146,"467,1",BOTELHOS,MG,Saída de leito carroçável,Velocidade Incompatível,Chuva,2025-04-24,15
2025-04-24,18:40:00,277,244,FERNANDES PINHEIRO,PR,Atropelamento de Pedestre,Pedestre andava na pista,Chuva,2025-04-24,18
2025-04-24,18:10:00,116,132,MAGE,RJ,Atropelamento de Animal,Animais na Pista,Nublado,2025-04-24,18
2025-04-24,17:20:00,153,375,SAO FRANCISCO DE GOIAS,GO,Colisão com objeto,Demais falhas mecânicas ou elétricas,Céu Claro,2025-04-24,17
2025-04-24,20:15:00,101,59,RECIFE,PE,Tombamento,Reação tardia ou ineficiente do condutor,Chuva,2025-04-24,20
2025-04-24,18:30:00,116,657,JAGUARAO,RS,Colisão transversal,Acessar a via sem observar a presença dos outros veículos,Céu Claro,2025-04-24,18
2025-04-24,19:00:00,386,401,TRIUNFO,RS,Colisão com objeto,Curva acentuada,Céu Claro,2025-04-24,19
2025-04-24,20:00:00,116,173,SAO JOAO DE MERITI,RJ,Colisão traseira,Reação tardia ou ineficiente do condutor,Nublado,2025-04-24,20
2025-04-24,19:30:00,493,93,SEROPEDICA,RJ,Saída de leito carroçável,Reação tardia ou ineficiente do condutor,Nublado,2025-04-24,19
2025-04-24,16:10:00,376,90,IVINHEMA,MS,Saída de leito carroçável,Reação tardia ou ineficiente do condutor,Chuva,2025-04-24,16
2025-04-24,20:10:00,116,13,FORTALEZA,CE,Atropelamento de Pedestre,Entrada inopinada do pedestre,Céu Claro,2025-04-24,20
2025-04-24,18:55:00,393,286,VOLTA REDONDA,RJ,Atropelamento de Pedestre,Transitar no Acostamento,Céu Claro,2025-04-24,18
2025-04-24,21:00:00,116,228,SAO PAULO,SP,Colisão traseira,Reação tardia ou ineficiente do condutor,Chuva,2025-04-24,21
2025-04-24,21:00:00,116,"16,6",VITORIA DA CONQUISTA,BA,Colisão transversal,Acessar a via sem observar a presença dos outros veículos,Céu Claro,2025-04-24,21
2025-04-24,21:00:00,153,"66,4",SAO JOSE DO RIO PRETO,SP,Colisão traseira,Condutor deixou de manter distância do veículo da frente,Garoa/Chuvisco,2025-04-24,21
2025-04-24,18:30:00,429,156,SERINGUEIRAS,RO,Colisão com objeto,Reação tardia ou ineficiente do condutor,Ignorado,2025-04-24,18
2025-04-24,19:20:00,116,"208,3",TABULEIRO DO NORTE,CE,Capotamento,Chuva,Chuva,2025-04-24,19
2025-04-24,21:30:00,116,264,PORTO ALEGRE,RS,Colisão lateral mesmo sentido,Manobra de mudança de faixa,Ignorado,2025-04-24,21
2025-04-24,21:00:00,116,324,JUQUITIBA,SP,Capotamento,Ingestão de álcool pelo condutor,Garoa/Chuvisco,2025-04-24,21
2025-04-24,22:05:00,101,150,ITAPEMA,SC,Queda de ocupante de veículo,Velocidade Incompatível,Nublado,2025-04-24,22
2025-04-24,19:50:00,369,"455,4",CORBELIA,PR,Colisão frontal,Chuva,Garoa/Chuvisco,2025-04-24,19
2025-04-24,20:59:00,319,59,PORTO VELHO,RO,Colisão traseira,Ingestão de álcool pelo condutor,Céu Claro,2025-04-24,20
2025-04-24,16:30:00,364,491,CUIABA,MT,Capotamento,Reação tardia ou ineficiente do condutor,Céu Claro,2025-04-24,16
2025-04-24,21:35:00,101,"197,3",BIGUACU,SC,Colisão com objeto,Ausência de reação do condutor,Nublado,2025-04-24,21
2025-04-24,18:25:00,101,"303,8",LAGUNA,SC,Colisão lateral mesmo sentido,Reação tardia ou ineficiente do condutor,Céu Claro,2025-04-24,18
2025-04-24,22:30:00,116,"149,1",CAXIAS DO SUL,RS,Colisão traseira,Condutor deixou de manter distância do veículo da frente,Nublado,2025-04-24,22
2025-04-24,21:50:00,153,624,BAGE,RS,Colisão transversal,Acessar a via sem observar a presença dos outros veículos,Nublado,2025-04-24,21
